jockey,raceDist,track,surface,trackCondition,raceType,purse,claimPrice,adamSpeedInMPH
LEPAROUX JULIEN R,1760,CD,D,FT,S,60000,NA,37.213148645854865
LEPAROUX JULIEN R,1540,KEE,D,FT,S,65000,NA,35.72643756379721
SAEZ LUIS,1540,KEE,D,FT,AO,76000,NA,37.68844221105528
ROSARIO JOEL,1760,TAM,T,FM,N,75000,NA,37.82704633813176
LEZCANO JOSE,1540,KEE,D,FT,A,67000,NA,38.13559322033898
CRUZ M R,1870,CD,D,FT,G3,150000,NA,35.37735849056604
CRUZ M R,1760,IND,T,FM,S,31000,NA,36.31961259079903
LEPAROUX JULIEN R,1320,GP,D,FT,G3,100000,NA,38.325053229240595
GALLARDO ANTONIO A,1430,TAM,D,FT,S,27500,NA,38.60876451953537
CASTELLANO J J,1760,GP,D,FT,N,100000,NA,36.866359447004605
CASTELLANO J J,1430,BEL,D,FT,S,75000,NA,37.92298716452743
CASTELLANO J J,1980,FG,D,FT,G2,1000000,NA,36.30333452850484
BRIDGMOHAN S X,1870,FG,D,FT,G2,400000,NA,36.62389888931444
LANERIE C J,1320,FG,D,GD,S,41000,NA,38.15175922000848
BRIDGMOHAN S X,1320,FG,D,FT,N,104930,NA,37.94799718903724
HERNANDEZ B J JR,1870,CD,D,FT,G2,200000,NA,36.10875106202209
CASTELLANO J J,1870,DMR,D,FT,G1,2000000,NA,36.30065483534212
HERNANDEZ B J JR,1870,KEE,D,FT,G1,500000,NA,35.91886562118509
ROSARIO JOEL,1540,SAR,D,GD,G1,350000,NA,37.598472189066605
ROSARIO JOEL,1210,SAR,D,FT,S,83000,NA,38.05350553505535
*O'BRIEN D,2078,MEY,D,FT,G2,2000000,NA,35.67014556440539
*O'BRIEN D,1760,DUD,D,FT,N,86720,NA,36.18817852834741
*O'BRIEN D,1760,DON,T,SF,G1,278302,NA,35.41215817430651
*O'BRIEN D,1540,NKT,T,TF,G1,653460,NA,37.91069924178601
*O'BRIEN D,1540,DON,T,SF,G2,100270,NA,36.72184658428538
*MOORE R L,1540,GWD,T,TF,G2,260202,NA,35.718335412178256
*O'BRIEN D,1320,NAS,T,TF,S,17967,NA,36.50128430444775
SAEZ LUIS,1980,KEE,D,FT,G2,1000000,NA,36.598590276522685
VELAZQUEZ J R,1870,OP,D,FT,G2,900000,NA,36.93154388336391
SAEZ LUIS,1870,OP,D,MY,G3,500000,NA,35.72429251891286
SAEZ LUIS,1540,SAR,D,GD,G1,350000,NA,37.62991279417035
SAEZ LUIS,1210,SAR,D,FT,S,83000,NA,38.241656365883806
BOREL C H,1210,CD,D,FT,S,46700,NA,38.437645597142414
PRAT FLAVIEN,1980,AQU,D,FT,G2,1000000,NA,36.62838021163064
PRAT FLAVIEN,1870,SA,D,FT,S,54000,NA,36.345496009122016
VAN DYKE DRAYDEN,1870,SA,D,FT,S,54000,NA,35.72429251891286
VAN DYKE DRAYDEN,1320,LRC,D,FT,S,40000,NA,38.983540282991626
THOMPSON T J,1980,SUN,D,FT,G3,800000,NA,36.46349149185198
THOMPSON T J,1870,OP,D,MY,AO,79000,NA,35.488958990536275
THOMPSON T J,1760,OP,D,FT,S,75000,NA,35.73910453688077
ESPINOZA V,1870,SA,D,FT,S,50000,NA,35.3414025686039
GUTIERREZ MARIO,1760,SA,T,FM,S,50000,NA,37.95466526093833
ROMAN EVIN A,1760,DMR,T,FM,S,60000,NA,36.71970624235006
ROSARIO JOEL,1870,KEE,D,FT,G3,200000,NA,36.543422184006886
ESPINOZA V,1760,RP,D,FT,N,400000,NA,37.059913526868435
ESPINOZA V,1540,DMR,D,FT,G3,100000,NA,38.32116788321168
ESPINOZA V,1210,SA,D,FT,S,50000,NA,37.55120619025945
GONZALEZ SANTIAGO,1760,SA,T,FM,S,54000,NA,36.50375177448794
*MOORE R L,1980,NKT,T,TF,G3,83777,NA,36.012804552729854
*MOORE RYAN L,2187,*ST,T,TF,G1,3202500,NA,36.375094250358515
SPENCER J P,1760,WO,T,FM,G1,800000,NA,37.95466526093833
MOORE RYAN L,2200,AP,T,FM,G1,1000000,NA,36.73469387755102
*O'BRIEN D,1980,LEP,T,TF,G3,67399,NA,34.08517084665881
*MOORE R L,1760,ASC,T,TF,G1,855887,NA,37.18240033051023
*MOORE R L,2310,CGH,T,YL,G1,315295,NA,34.09336892993723
*MOORE R L,2266,CHE,T,TF,G3,95348,NA,35.593610812471205
*MOORE R L,2200,SNP,T,TF,G3,82749,NA,33.50208457415128
*MOORE R L,1968,MEY,T,YL,G1,6000000,NA,36.170855831202665
*HERNANDEZ R,1968,GAR,T,TF,N,118500,NA,35.98010855787045
ORTIZ JOSE L,1870,GP,T,TF,G2,200000,NA,36.977958236658935
LANERIE C J,1980,CD,T,YL,G3,100000,NA,35.91062245078915
LANERIE C J,1870,KEE,T,FM,A,73000,NA,36.8639167309175
GAFFALIONE TYLER,1760,KD,T,TF,N,400000,NA,34.26287237080042
ORTIZ JOSE L,1870,SAR,T,FM,N,100000,NA,37.94642857142857
LOPEZ PASCACIO,1760,KEE,T,FM,G1,300000,NA,37.73980501100744
ROSARIO JOEL,1980,GP,T,FM,G1,350000,NA,37.41685144124168
SAEZ LUIS,2640,KEE,T,TF,G1,3000000,NA,34.73115513249292
FRANCO MANUEL,2640,BEL,T,FM,G1,600000,NA,37.38317757009346
ORTIZ IRAD JR,1980,GP,T,FM,G1,300000,NA,37.611441307578005
CASTELLANO J J,1980,AQU,D,SY,N,125000,NA,36.26432664756447
ORTIZ JOSE L,1760,AQU,D,FT,AO,74000,NA,36.58164820648308
*GONZALEZ JORGE ALEJANDRO,2406,*HC,D,FT,G1,110945,NA,35.79954634730222
*ULLOA PEREZ OSCAR A,2187,*HC,D,FT,N,17831,NA,35.058064975776574
*OLIVARES FRANCO ALFONSO,2078,*HC,D,FT,N,12805,NA,36.05746984606842
*ULLOA PEREZ OSCAR A,2078,*HC,D,FT,N,10715,NA,35.580567097392816
*ULLOA PEREZ OSCAR A,2625,*VP,T,FT,G1,126441,NA,36.58570579052999
*ULLOA PEREZ OSCAR A,2078,*VP,T,FT,G2,44817,NA,36.91232779378676
*ULLOA PEREZ GONZALO G,1750,*HC,D,FT,G1,64685,NA,37.116813091512384
HERNANDEZ RAFAEL MANUEL,1980,TP,D,FT,N,100000,NA,36.89868804664723
LEPAROUX JULIEN R,2640,HOU,T,TF,G3,200000,NA,35.5333289465026
ORTIZ IRAD JR,1760,GP,T,FM,G3,100000,NA,37.34439834024896
ORTIZ IRAD JR,1980,BEL,t,TF,G2,200000,NA,36.47334293948127
ORTIZ IRAD JR,1870,BEL,t,FM,AO,90000,NA,37.24802804557406
ORTIZ IRAD JR,1870,SAR,T,FM,N,100000,NA,38.34202085004009
ORTIZ IRAD JR,1980,DMR,T,FM,G1,300000,NA,37.39266919028714
ORTIZ IRAD JR,1980,BEL,t,FM,G3,500000,NA,37.76223776223776
ORTIZ IRAD JR,1980,SAR,t,FM,G3,300000,NA,37.95688847235238
ORTIZ IRAD JR,1870,SAR,t,FM,G2,200000,NA,37.58844339622641
CASTELLANO J J,1760,SA,T,FM,G1,400000,NA,38.4
JUAREZ NIK,1980,GP,T,FM,G1,300000,NA,37.52432131937366
CASTELLANO J J,1980,DMR,T,FM,G1,300000,NA,38.028169014084504
VAN DYKE DRAYDEN,1980,SA,T,FM,G2,200000,NA,38.24723769949948
FRANCO MANUEL,2640,BEL,T,FM,G1,500000,NA,36.58784470492581
HERNANDEZ RAFAEL MANUEL,2640,WO,T,FM,N,400000,NA,36.07214428857715
HERNANDEZ RAFAEL MANUEL,2200,WO,D,FT,N,1000000,NA,36.3695142649317
HERNANDEZ RAFAEL MANUEL,1870,WO,D,FT,G3,125000,NA,36.842612213446344
ROSARIO JOEL,1980,KEE,T,FM,A,72000,NA,36.80814323366355
ROSARIO JOEL,1760,KEE,T,FM,A,72000,NA,36.8474923234391
CASTELLANO J J,1980,FG,T,FM,G2,300000,NA,36.86845698680018
GEROUX FLORENT,1870,FG,T,FM,AO,42000,NA,35.989838163342114
GEROUX FLORENT,1870,SAR,T,FM,G2,200000,NA,38.18127370732681
SMITH M E,2200,BEL,t,FM,G1,1200000,NA,36.79777577888625
SMITH M E,1870,CD,T,TF,G2,300000,NA,36.55389908256881
CASTELLANO J J,1980,KEE,T,FM,S,70000,NA,37.244804119919074
BRIDGMOHAN S X,1870,FG,D,FT,G2,400000,NA,36.33859015770473
HERNANDEZ B J JR,1830,FG,D,MY,G3,200000,NA,36.166007905138336
MCMAHON C J,1830,FG,D,FT,S,41000,NA,35.98521263393404
ALBARADO R J,1870,CD,D,FT,S,58000,NA,35.98645215918713
BRAVO J,1980,FG,T,FM,G2,300000,NA,36.95592663564194
BRAVO J,1980,FG,T,FM,G3,150000,NA,37.217423267781655
MURRILL MITCHELL,1760,MTH,T,TF,G3,100000,NA,37.50390665694343
MURRILL MITCHELL,1760,LRL,T,YL,N,75000,NA,37.356023658814976
MURRILL MITCHELL,1870,FG,T,FM,AO,42000,NA,36.345496009122016
BRIDGMOHAN S X,1830,FG,D,GD,AO,45000,NA,36.047590698977444
BRIDGMOHAN S X,1870,KEE,D,FT,G3,150000,NA,36.77884615384615
BRIDGMOHAN S X,1870,OP,D,GD,G3,500000,NA,35.875070343275176
BRIDGMOHAN S X,1760,OP,D,FT,N,150000,NA,36.60396542958821
BRIDGMOHAN S X,1650,CD,D,FT,AO,57000,NA,37.7939529675252
BLANC B,1760,GG,T,FM,G3,200000,NA,37.42592785112797
BLANC B,2200,SA,T,FM,G2,200000,NA,37.94266441821247
BLANC B,1980,SA,T,FM,G2,200000,NA,37.54171301446051
BLANC B,1870,GG,D,FT,G3,100000,NA,37.00299893586147
ARROYO N JR,1980,SA,T,FM,AO,53000,NA,37.974683544303794
PEREIRA TIAGO,2420,DMR,T,FM,G2,250000,NA,36.46408839779006
PEREIRA TIAGO,1870,DMR,T,FM,AO,65000,NA,37.87503713238935
PEREIRA TIAGO,1980,SA,T,FM,AO,58000,NA,37.67792352777003
PEREIRA TIAGO,2200,SA,T,FM,AO,58000,NA,37.107281273192044
PEREIRA TIAGO,1760,SA,T,FM,AO,58000,NA,38.19223424570337
FRANCO MANUEL,1980,BEL,t,FM,G3,500000,NA,37.82572149061362
ORTIZ IRAD JR,1980,SAR,T,FM,G3,300000,NA,38.12841272829975
ORTIZ IRAD JR,1870,SAR,T,FM,G2,200000,NA,38.41132757581844
VELAZQUEZ J R,2200,BEL,t,FM,G1,1200000,NA,37.23008190618019
ROSARIO JOEL,1760,PIM,T,TF,N,100000,NA,37.1785603635237
ORTIZ JOSE L,1980,KEE,T,FM,S,70000,NA,37.033650329188006
ORTIZ JOSE L,1760,AQU,T,TF,S,60000,NA,35.93890386343217
ROSARIO JOEL,2640,DMR,T,FM,G1,4000000,NA,36.92055244085874
ROSARIO JOEL,2640,BEL,T,FM,G1,500000,NA,36.91298106500786
ROSARIO JOEL,2200,AP,T,FM,G1,1000000,NA,36.7677097802108
GEROUX FLORENT,2420,MTH,T,FM,G1,300000,NA,37.75743707093821
GEROUX FLORENT,2200,BEL,t,FM,G1,1000000,NA,37.44071886180215
FRANCO MANUEL,1980,AQU,D,FT,G2,1000000,NA,36.32938643702906
FRANCO MANUEL,1760,AQU,D,FT,G3,300000,NA,36.13006824568446
MCCARTHY TREVOR,1980,AQU,D,FT,G3,250000,NA,36.38487108076543
FRANCO MANUEL,1760,AQU,D,MY,N,150000,NA,34.99222395023329
ORTIZ IRAD JR,1870,DMR,D,FT,G1,2000000,NA,35.959387045219515
ORTIZ IRAD JR,1760,BEL,D,FT,G1,500000,NA,37.53518923991242
ORTIZ IRAD JR,1540,SAR,D,GD,G1,350000,NA,37.33554581012208
ORTIZ IRAD JR,1320,SAR,D,FT,G3,150000,NA,37.76223776223776
GALLARDO ANTONIO A,1100,MTH,D,FT,S,36000,NA,38.547198903546345
ORTIZ IRAD JR,1980,KEE,D,FT,G2,1000000,NA,36.55894565806102
DAVIS DYLAN,1760,AQU,D,FT,G3,300000,NA,36.26838605682047
SAEZ LUIS,1870,GP,D,FT,G2,350000,NA,37.233524773678575
ALBARADO R J,1870,DMR,D,FT,G1,2000000,NA,35.456062291434925
ALBARADO R J,1870,KEE,D,FT,G1,500000,NA,36.279996206013465
ALBARADO R J,1540,SAR,D,GD,G1,350000,NA,37.61194029850746
ALBARADO R J,1320,SAR,D,FT,G3,150000,NA,37.688442211055275
ALBARADO R J,1210,CD,D,FT,S,46700,NA,38.29490948475941
ALBARADO R J,1980,GP,D,FT,G1,1100000,NA,35.23577518705412
ORTIZ IRAD JR,1870,GP,D,FT,G2,400000,NA,36.71882499760007
CANCHARI ALEX,1870,CD,D,FT,G2,200000,NA,36.501574577726885
ALBARADO R J,1540,KEE,D,FT,A,67000,NA,38.15406976744186
ALBARADO R J,1320,CD,D,FT,S,51000,NA,38.34138028969043
LEZCANO JOSE,1980,KEE,D,FT,G2,1000000,NA,36.684782608695656
LEZCANO JOSE,1870,TAM,D,FT,G2,400000,NA,36.47372937923143
LEZCANO JOSE,1870,TAM,D,FT,G3,250000,NA,37.33893010542757
LEPAROUX JULIEN R,1650,GP,T,FM,N,100000,NA,37.591891289819564
LEPAROUX JULIEN R,1760,DMR,T,FM,G1,1000000,NA,37.32890916632103
LEPAROUX JULIEN R,1870,KEE,D,SY,G3,250000,NA,36.16337335728468
LEPAROUX JULIEN R,1870,CD,D,FT,G3,150000,NA,35.62115850251443
CASTELLANO J J,1210,SAR,D,MY,N,100000,NA,37.11757648470306
HUSBANDS P,990,WO,D,FT,S,61000,NA,38.02102891475779
VELAZQUEZ J R,1980,GP,D,FT,G1,1100000,NA,36.99305809280234
CASTELLANO J J,1870,GP,D,FT,G2,350000,NA,37.52943485086342
CASTELLANO J J,1760,AQU,D,FT,AO,67000,NA,37.27865796831315
VELAZQUEZ J R,1760,AQU,D,FT,S,55000,NA,35.97481762766064
VELAZQUEZ J R,1430,BEL,D,FT,S,62000,NA,37.47597693786035
ORTIZ JOSE L,1980,KEE,D,FT,G2,1000000,NA,36.7580323107642
ORTIZ JOSE L,1870,GP,D,FT,G2,400000,NA,36.48416634872186
ORTIZ JOSE L,1870,DMR,D,FT,G1,2000000,NA,37.01374104896458
ORTIZ JOSE L,1760,BEL,D,FT,G1,500000,NA,37.50781412794332
CASTELLANO J J,1430,SAR,D,FT,S,83000,NA,38.21531225503004
SMITH M E,1980,SA,D,FT,G1,1000000,NA,36.91213999270872
SMITH M E,1760,SA,D,MY,AO,56000,NA,37.60576621748668
VAN DYKE DRAYDEN,1540,SA,D,FT,S,54000,NA,38.48033227461519
GRAHAM J,1980,FG,D,FT,G2,1000000,NA,36.711385061638865
GRAHAM J,1830,FG,D,FT,AO,43000,NA,36.42290374799862
MENA M,1830,FG,D,FT,G3,200000,NA,35.80964142525417
HILL C,1870,CD,D,FT,G2,200000,NA,36.23874940786358
GEROUX FLORENT,1760,CD,D,FT,N,80000,NA,36.92307692307692
GEROUX FLORENT,1870,KEE,D,FT,G1,500000,NA,35.94249201277955
GEROUX FLORENT,1540,SAR,D,SY,S,83000,NA,37.19447396386823
MARAGH RAJIV,1540,SAR,D,FT,S,83000,NA,36.07834154163326
ORTIZ JOSE L,1980,GP,D,FT,G1,1100000,NA,36.84497816593887
ORTIZ JOSE L,1870,GP,D,FT,S,60000,NA,36.242183058555995
ORTIZ IRAD JR,1540,SAR,D,FT,S,83000,NA,37.133089708829424
DESORMEAUX K J,1870,KEE,D,FT,G3,200000,NA,36.70120898100173
DESORMEAUX K J,1980,FG,D,FT,G2,1000000,NA,36.688105806685385
DESORMEAUX K J,1870,OP,D,MY,G3,500000,NA,36.08490566037736
DESORMEAUX K J,1760,SA,D,FT,G3,100000,NA,36.85126420309141
DESORMEAUX K J,1760,DMR,T,FM,G1,1000000,NA,37.34052484182139
DESORMEAUX K J,1760,SA,T,FM,N,100000,NA,38.36317135549872
NAKATANI C S,1760,DMR,T,FM,N,100000,NA,37.51172241325414
NAKATANI C S,1760,DMR,T,FM,S,60000,NA,37.48438150770512
NAKATANI C S,1760,SA,T,FM,S,54000,NA,36.983768235052395
DESORMEAUX K J,1100,SA,D,FT,S,54000,NA,37.87878787878788
CASTELLANO J J,1980,SA,D,FT,G1,1000000,NA,36.761368793682486
CASTELLANO J J,1870,SA,D,FT,G2,400000,NA,37.233524773678575
NAKATANI C S,1870,DMR,D,FT,G1,2000000,NA,36.73645793315405
NAKATANI C S,1870,SA,D,FT,G1,300000,NA,36.94224454317171
NAKATANI C S,1540,DMR,D,FT,G1,300000,NA,37.99300446267036
NAKATANI C S,1430,DMR,D,FT,S,60000,NA,37.53850102669404
ALVARADO JUNIOR,1980,AQU,D,FT,G2,1000000,NA,36.73802612481859
ALVARADO JUNIOR,1760,AQU,D,FT,G3,300000,NA,36.64495114006515
ROSARIO JOEL,1870,GP,D,FT,G2,350000,NA,36.73998655268466
ALVARADO JUNIOR,1870,CD,D,FT,G2,200000,NA,36.630913618080825
ALVARADO JUNIOR,1760,BEL,D,FT,G1,500000,NA,37.336652146857496
ALVARADO JUNIOR,1320,SAR,D,MY,S,83000,NA,37.42722484058775
STEVENS G L,1980,FG,D,FT,G2,1000000,NA,35.67339029331454
MENA M,1870,FG,D,FT,G2,400000,NA,37.15395823215153
STEVENS G L,1760,OP,D,FT,AO,76000,NA,36.83241252302026
COURT J K,1870,CD,D,FT,G2,200000,NA,36.00338855421687
COURT J K,1760,CD,D,FT,N,80000,NA,36.73469387755102
COURT J K,1870,KEE,D,FT,G1,500000,NA,36.07469584079977
COURT J K,1760,CD,D,FT,S,51000,NA,36.59280341532832
ARROYO ANGEL S,1540,SAR,D,FT,S,83000,NA,36.28614214952194
*MOORE R L,2078,MEY,D,FT,G2,2000000,NA,36.90271353928239
*MOORE R L,1760,DUD,D,FT,N,86720,NA,36.43724696356276
MOORE RYAN L,1760,DMR,T,FM,G1,1000000,NA,37.51172241325414
*LORDAN W M,1540,NKT,T,TF,G1,653460,NA,38.07566783512631
*MOORE R L,1540,DON,T,SF,G2,100270,NA,34.59257632330331
*MOORE R L,1760,CGH,T,TF,S,21455,NA,35.16998827667058
*LORDAN W M,1540,CGH,T,TF,S,21900,NA,36.950146627565985
ROSARIO JOEL,1980,SA,D,FT,G1,1000000,NA,36.37833468067906
CASTELLANO J J,1870,FG,D,FT,G2,400000,NA,37.03524399690163
CASTELLANO J J,1830,FG,D,FT,G3,200000,NA,36.486809807796256
VAN DYKE DRAYDEN,1870,LRC,D,FT,G1,300000,NA,37.23714953271028
SMITH M E,1870,SA,D,FT,S,50000,NA,36.16679273827534
SMITH M E,1320,SA,D,FT,S,50000,NA,37.42722484058775
SMITH M E,1430,DMR,D,FT,S,60000,NA,37.557781201849
SAEZ LUIS,1980,OP,D,FT,G1,1000000,NA,36.865101037684326
SAEZ LUIS,1870,OP,D,FT,G2,900000,NA,37.25165562913907
SAEZ LUIS,1800,TAM,D,FT,AO,27500,NA,37.122587031842926
SAEZ LUIS,1320,GP,D,FT,S,50000,NA,38.554905040696845
PRAT FLAVIEN,1980,OP,D,FT,G1,1000000,NA,36.65490089600869
PRAT FLAVIEN,1870,OP,D,FT,G2,900000,NA,37.0639534883721
PRAT FLAVIEN,1870,LRC,D,FT,G1,300000,NA,37.29160573267038
PRAT FLAVIEN,1870,DMR,D,FT,G1,2000000,NA,36.78945849764355
PRAT FLAVIEN,1870,SA,D,FT,G1,300000,NA,36.532951289398284
PRAT FLAVIEN,1430,DMR,D,FT,S,60000,NA,37.996882307092754
VELAZQUEZ J R,1980,AQU,D,FT,G2,1000000,NA,36.88860551962838
VELAZQUEZ J R,1870,TAM,D,FT,G2,400000,NA,36.214732058322284
VELAZQUEZ J R,1870,TAM,D,FT,G3,250000,NA,37.27343597739232
VELAZQUEZ J R,1800,TAM,D,FT,AO,27500,NA,36.16006857020411
VELAZQUEZ J R,1540,AQU,D,FT,S,60000,NA,36.794766966475876
VELAZQUEZ J R,1980,FG,D,FT,G2,1000000,NA,36.7247007616975
VELAZQUEZ J R,1870,FG,D,FT,G2,400000,NA,37.04959318093762
VELAZQUEZ J R,1870,GP,D,FT,AO,51000,NA,37.309793211080766
GAFFALIONE TYLER,1540,GP,D,FT,S,48000,NA,38.34449178332319
SANTANA RICARDO JR,1980,OP,D,FT,G1,1000000,NA,36.641635754998646
SANTANA RICARDO JR,1870,OP,D,FT,G2,900000,NA,37.0639534883721
SANTANA RICARDO JR,1870,OP,D,MY,G3,500000,NA,35.85489313835771
SANTANA RICARDO JR,1760,OP,D,FT,N,150000,NA,36.83618131587025
SANTANA RICARDO JR,1760,RP,D,FT,N,400000,NA,36.93444136657433
SANTANA RICARDO JR,1760,CD,D,FT,S,60000,NA,36.98756806739957
BRIDGMOHAN S X,1760,CD,T,FM,S,51000,NA,36.59280341532832
FREY KYLE,1980,KEE,D,FT,G2,1000000,NA,36.52268013346559
FREY KYLE,1980,TP,D,FT,G3,200000,NA,36.529268512672495
FREY KYLE,1980,GG,D,FT,N,100000,NA,36.71804170444243
PENA BRYAN,1760,SA,T,FM,N,75000,NA,37.91868548556984
PEREIRA TIAGO,1760,DMR,T,FM,S,52000,NA,37.90271636133923
PENA BRYAN,1760,SA,T,FM,M,36000,100000,37.39871182214834
PEREIRA TIAGO,1760,SA,D,FT,S,50000,NA,35.056967572305
PEREIRA TIAGO,1430,DMR,D,FT,S,60000,NA,37.32771822358347
PEREIRA TIAGO,1320,DMR,D,FT,S,60000,NA,36.97110776393263
ORTIZ JOSE L,1870,FG,D,FT,N,75000,NA,36.46329837940896
MENA M,1760,FG,D,GD,S,41000,NA,36.283007458173756
MENA M,1320,FG,D,FT,S,41000,NA,37.47917823431427
LANERIE C J,1210,FG,T,FM,S,38000,NA,38.2830626450116
LANERIE C J,1210,CD,D,FT,S,46700,NA,37.4943190425693
LEZCANO JOSE,1540,KEE,D,FT,AO,76000,NA,36.743263734981916
HUSBANDS P,1870,WO,D,FT,G3,125000,NA,36.19074652284985
HUSBANDS P,1540,WO,T,TF,S,61000,NA,37.24725079815538
GAFFALIONE TYLER,1650,GP,T,FM,S,50000,NA,36.97819655965816
ROSARIO JOEL,1830,FG,D,FT,S,41000,NA,36.30984400215169
MENA M,1320,FG,D,FT,S,41000,NA,37.688442211055275
MCKEE J,1540,KEE,D,FT,AO,78000,100000,35.183737294761535
MCKEE J,1980,TP,D,FT,G3,200000,NA,35.81535196321189
MCKEE J,1870,TP,D,FT,N,75000,NA,36.73645793315405
FRANKLIN MALCOM,1760,TP,D,FT,AO,20400,NA,35.79952267303103
ROSARIO H L JR,1320,MVR,D,FT,S,22100,NA,37.241379310344826
SANTANA RICARDO JR,1870,OP,D,GD,S,81000,NA,36.65899942495687
SANTANA RICARDO JR,1760,OP,D,MY,S,78000,NA,35.52397868561279
SANTANA RICARDO JR,1870,KEE,D,FT,G1,500000,NA,35.91886562118509
ORTIZ JOSE L,1540,SAR,D,FT,S,83000,NA,37.50893069778519
ORTIZ JOSE L,1320,SAR,D,FT,S,83000,NA,37.7992440151197
GAFFALIONE TYLER,1980,KEE,D,FT,G2,1000000,NA,35.70483998942078
JARAMILLO E,1980,GP,T,FM,S,55000,NA,36.54904791986283
ALBARADO R J,1760,GP,T,FM,S,50000,NA,36.99136868064118
ORTIZ JOSE L,1760,GP,T,FM,S,50000,NA,36.596523330283624
HERNANDEZ B J JR,1870,KEE,T,FM,A,76000,NA,35.95600676818952
LEPAROUX JULIEN R,1760,TAM,T,FM,N,75000,NA,37.71213073538655
GAZADER RAYAN,1870,CD,D,FT,G2,200000,NA,36.05769230769231
ALBARADO R J,1540,CD,D,FT,N,200000,NA,37.08500117730163
ALBARADO R J,1870,KEE,D,SY,G3,250000,NA,35.98306679209784
ALBARADO R J,1540,KD,T,TF,N,350000,NA,34.146341463414636
ALBARADO R J,1430,ELP,D,FT,S,40000,NA,37.93282323952795
CRUZ M R,1320,ELP,D,FT,S,40000,NA,37.57828810020877
FRANKLIN MALCOM,1870,TP,D,FT,N,75000,NA,33.840573299124124
SULLIVAN CARSON,1870,TP,D,FT,N,75000,NA,34.995425434583716
SULLIVAN CARSON,1760,TP,D,FT,S,18500,NA,34.9990278047832
SULLIVAN CARSON,1760,TP,D,FT,S,18500,NA,35.72491813039595
ROCCO J S JR,1320,CD,D,FT,S,60000,NA,37.68318213538032
QUINONEZ ALONSO,1320,CD,D,FT,S,60000,NA,37.453183520599254
CASTELLANO J J,1870,GP,D,FT,AO,51000,NA,35.841454272863565
CENTENO D E,1800,TAM,D,FT,S,27500,NA,36.19917591011879
JARAMILLO E,1320,TAM,D,FT,S,27500,NA,37.67792352777003
HERNANDEZ B J JR,1870,KEE,D,FT,C,30000,40000,35.925612848689774
HERNANDEZ B J JR,1870,FG,T,FM,AO,40000,NA,36.21130360692985
HERNANDEZ B J JR,1870,FG,T,TF,AO,40000,NA,35.27946873270614
HERNANDEZ B J JR,1760,FG,T,TF,AO,40000,NA,36.086607858861264
HERNANDEZ B J JR,1320,FG,D,FT,M,20000,30000,36.72969663991293
HILL C,1870,KEE,D,FT,M,23000,50000,35.498839907192576
HILL C,1540,CD,D,FT,S,51000,NA,36.215221890089666
ALBARADO R J,1980,AQU,D,FT,G2,1000000,NA,36.21892326954033
ALBARADO R J,1870,GP,D,FT,S,55000,NA,36.711776562050105
ALBARADO R J,1540,GP,D,FT,S,50000,NA,36.93281744635948
ALBARADO R J,1540,CD,D,FT,S,60000,NA,36.96749207839456
ALBARADO R J,1870,FG,T,FM,S,38000,NA,35.972914511426694
GEROUX FLORENT,1870,FG,D,SY,S,38000,NA,34.89963503649635
SANTANA RICARDO JR,1760,KEE,T,FM,S,65000,NA,35.79952267303103
SANTANA RICARDO JR,1430,KD,T,TF,S,130000,NA,34.19452887537994
GEROUX FLORENT,1540,KEE,D,FT,S,74000,NA,36.248561565017255
PEDROZA MARCELINO,1320,FG,D,FT,S,41000,NA,37.714764631931835
BOREL C H,1870,FG,T,FM,S,38000,NA,35.3937262885167
LEPAROUX JULIEN R,1430,KEE,D,FT,S,74000,NA,37.32295521245374
HUSBANDS P,1870,WO,D,FT,S,61000,NA,36.16679273827534
ORTIZ IRAD JR,1760,GP,D,FT,S,80000,NA,36.20637634516745
ORTIZ IRAD JR,1870,GP,D,FT,S,50000,NA,34.98902305159166
ROSARIO JOEL,1870,GP,D,SY,S,50000,NA,36.19759629033784
ROSARIO JOEL,1760,GP,D,FT,S,48000,NA,36.708473539308656
GEROUX FLORENT,1540,CD,D,FT,S,60000,NA,36.950146627565985
SAEZ LUIS,1870,OP,D,GD,S,81000,NA,36.477207705512114
SANTANA RICARDO JR,1320,OP,D,SY,S,78000,NA,36.625067824199675
SANTANA RICARDO JR,1320,OP,D,FT,S,75000,NA,38.07106598984772
GRAHAM J,1540,KEE,D,FT,S,74000,NA,37.185692362176844
GRAHAM J,1320,FG,D,FT,S,41000,NA,37.8522360857984
LANDEROS CHRIS,1320,GP,D,FT,S,55000,NA,37.620175560819284
LANDEROS CHRIS,1430,GP,D,FT,S,50000,NA,37.51442862639477
SAEZ LUIS,1540,KEE,D,FT,S,74000,NA,36.89388615600844
CABRERA DAVID,1320,OP,D,FT,S,78000,NA,38.07106598984772
SAEZ LUIS,1760,OP,D,MY,S,78000,NA,34.6420323325635
STEVENS G L,1320,OP,D,FT,S,75000,NA,37.7886634009797
MURRILL MITCHELL,1830,FG,D,FT,S,41000,NA,36.20448610292889
MURRILL MITCHELL,1870,FG,D,FT,S,41000,NA,36.33859015770473
MURRILL MITCHELL,1320,FG,D,FT,S,41000,NA,37.54171301446051
VALDIVIA J JR,1210,FG,T,TF,S,38000,NA,36.79203210940985
SAEZ GABRIEL,1830,FG,D,FT,S,41000,NA,36.176493845383376
